Code prdt,DESIGNATION,Classe,Date,month,year,vente,stock,Total,cg,ipp,pfc,cde,hedelix,respi,gastro,otc,mb,vip,P_valeur,feature
PF148,Domper comprimé 10 MG boite de 40,NC,2023-01-01,1,2023,3756.0,7144.0,7374.0,1,1,0,1,0,0,0,0,0,0,0.056522777,16331.718065196
PF149,Afusidic 250 MG comprimé pelliculé boite de 10,A0,2023-01-01,1,2023,1985.0,9383.0,1560.0,1,1,0,1,0,0,0,0,0,0,0.133148919,1060.52556324
PF151,Prilia crème dermique tube 30,A0,2023-01-01,1,2023,5355.0,5471.0,8350.0,1,1,0,1,0,0,0,0,0,0,0.006759773,15749.08472385
PF157,Ippsium 20 MG gélule boite de 14,NC,2023-01-01,1,2023,2270.0,3190.0,2540.0,1,1,0,1,0,0,0,0,0,0,0.382640863,3871.58077854
PF158,Ippsium 20 MG gélule boite de 28,NC,2023-01-01,1,2023,1312.0,1757.0,1965.0,1,1,0,1,0,0,0,0,0,0,0.044810491,2947.5
PF159,Ippsium 40 MG gélule boite de 14,A0,2023-01-01,1,2023,2585.0,2685.0,4270.0,1,1,0,1,0,0,0,0,0,0,0.213297022,7043.776581030001
PF160,Ippsium 40 MG gélule boite de 28,A0,2023-01-01,1,2023,2679.0,7293.0,3730.0,1,1,0,1,0,0,0,0,0,0,0.001548314,6625.19272094
PF161,Ecorex LP 150MG ovule boite de 1,C,2023-01-01,1,2023,3849.0,5903.0,6498.0,1,1,0,1,0,0,0,0,0,0,0.221859671,10301.809415868
PF162,Itragyn 100 gélule boite de 4,C,2023-01-01,1,2023,835.0,1702.0,1535.0,1,1,0,1,0,0,0,0,0,0,0.5247232,2405.294294345
PF166,"Zenexor 37,5 MG gélule LP",NC,2023-01-01,1,2023,670.0,808.0,896.0,1,1,0,1,0,0,0,0,0,0,0.300621583882475,1129.50095552
PF167,Zenexor 75 MG gélule LP,A+,2023-01-01,1,2023,1309.0,2598.0,2000.0,1,1,0,1,0,0,0,0,0,0,0.368193092,2614.366022
PF168,Diamezid 30 MG comprimé boite de 30,NC,2023-01-01,1,2023,2878.0,3795.0,6173.0,1,1,0,1,0,0,0,0,0,0,0.145434152,10790.530688479
PF173,Fer Plus solution buvable stick boite de 32,NC,2023-01-01,1,2023,1632.0,2383.0,2921.0,1,1,0,1,0,0,0,0,0,0,0.042586428,4828.48374662
PF177,Ippsium 20 MG gélule boite de 7,NC,2023-01-01,1,2023,2829.0,4599.0,4280.0,1,1,0,1,0,0,0,0,0,0,0.76063029,7523.66731888
PF182,Amustil crème tube de 70 G,A0,2023-01-01,1,2023,6010.0,9171.0,6440.0,1,1,0,1,0,0,0,0,0,0,0.001033907,6496.83578208
PF186,Afusidic 250 MG comprimé pelliculé boite de 20,A0,2023-01-01,1,2023,3025.0,3975.0,7082.0,1,1,0,1,0,0,0,0,0,0,0.127750021,14366.498628768
PF187,Gaba 300 MG gélule boite de 50,NC,2023-01-01,1,2023,578.0,680.0,896.0,1,1,0,1,0,0,0,0,0,0,0.143075463,1946.614401536
PF189,Diamezid 60MG comprimé boite de 30,A0,2023-01-01,1,2023,5034.0,6675.0,7059.0,1,1,0,1,0,0,0,0,0,0,0.361758799,9881.458157337
PF202,Psoriasone pommade tube 60G,B,2023-01-01,1,2023,563.0,860.0,573.0,1,1,0,1,0,0,0,0,0,0,0.515502215,838.718359218
PF208,Goldix Duo sachet dose,NC,2023-01-01,1,2023,2674.0,1306.0,6018.0,1,1,0,1,0,0,0,0,0,0,0.995675266,15896.725307322
PF209,Eolide Easy Flow 200,A-,2023-01-01,1,2023,8666.0,2231.0,17920.0,1,1,0,1,0,0,0,0,0,0,0.114394343,43084.16562688
PF210,Eolide Easy Flow 400,A-,2023-01-01,1,2023,8351.0,2739.0,20032.0,1,1,0,1,0,0,0,0,0,0,0.058081095,56211.935263744
PF215,Aciryl 150 mg boite de 60,A+,2023-01-01,1,2023,265.0,766.0,1008.0,1,1,0,1,0,0,0,0,0,0,0.300621583882475,2167.0436652480003
PF216,Aciryl 75mg boite de 15,C,2023-01-01,1,2023,478.0,1019.0,764.0,1,1,0,1,0,0,0,0,0,0,0.300621583882475,1395.724505504
PF217,Notos Easy Flow boite de 30,NC,2023-01-01,1,2023,3760.0,1650.0,7062.0,1,1,0,1,0,0,0,0,0,0,0.013163058,14474.443317972
PF218,Notos Easy Flow boite de 60,A0,2023-01-01,1,2023,2076.0,2031.0,3072.0,1,1,0,1,0,0,0,0,0,0,0.171138821,4193.622718464
PF219,Painofen enfant-nourrissons flacon 120,B,2023-01-01,1,2023,5702.0,1227.0,10275.0,1,1,0,1,0,0,0,0,0,0,0.820513498,28877.30221545
PF220,Zanidip 20 MG comprimé pelliculé,A0,2023-01-01,1,2023,4077.0,4818.0,6450.0,1,1,0,1,0,0,0,0,0,0,0.284157653,9136.200030450002
PF222,Pyrimag solution buvable sachet dose 10,NC,2023-01-01,1,2023,1848.0,2648.0,2598.0,1,1,0,1,0,0,0,0,0,0,0.307716483,3806.666667072
PF233,Calperos 500 MG comprimé boite de 30,A0,2023-01-01,1,2023,16115.0,14764.0,31585.0,1,1,0,1,0,0,0,0,0,0,0.178147477,89500.96323242
PF234,Ortoton 750 MG boite de 50,NC,2023-01-01,1,2023,3296.0,2601.0,3550.0,1,1,0,1,0,0,0,0,0,0,0.139358736,4627.8495374
PF235,Ortoton 750 MG boite de 20,A0,2023-01-01,1,2023,5394.0,6462.0,9785.0,1,1,0,1,0,0,0,0,0,0,0.074503238,11136.12839729
PF240,Valcyvir 500 MG comprimé boite de 10,NC,2023-01-01,1,2023,0.0,0.0,0.0,1,1,0,1,0,0,0,0,0,0,0.300621583882475,0.0
PF242,Astair 5 MG comprimé boite de 30,B,2023-01-01,1,2023,1053.0,1355.0,2051.0,1,1,0,1,0,0,0,0,0,0,0.000899399,3156.041240037
PF243,Astair 10 MG comprimé boite de 30,A+,2023-01-01,1,2023,1845.0,2129.0,3091.0,1,1,0,1,0,0,0,0,0,0,0.000424571,5311.36241922
PF246,notos combi 200 mg boite de 12,A0,2023-01-01,1,2023,2681.0,1912.0,4634.0,1,1,0,1,0,0,0,0,0,0,0.006360019,9074.51826624
PF248,Aciryl 150 MG boite de 30,C,2023-01-01,1,2023,82.0,259.0,182.0,1,1,0,1,0,0,0,0,0,0,0.300621583882475,482.270358388
PF249,Aciryl 75 MG boite de 60,C,2023-01-01,1,2023,147.0,332.0,234.0,1,1,0,1,0,0,0,0,0,0,0.300621583882475,215.85306132
PF250,Alezine 5 MG boite de 30,NC,2023-01-01,1,2023,1476.0,1546.0,1200.0,1,1,0,1,0,0,0,0,0,0,0.199444867,1516.7647056
PF259,Xtiova Easy Flow 18,A+,2023-01-01,1,2023,2566.0,2948.0,4288.0,1,1,0,1,0,0,0,0,0,0,0.125902166,6458.990455808
PF260,"Elixtra comprimé 2,5 MG boite de 20",B,2023-01-01,1,2023,707.0,1521.0,1344.0,1,1,0,1,0,0,0,0,0,0,0.546452423,3246.163933824
PF261,Elixtra comprimé 5 MG boite de 20,A+,2023-01-01,1,2023,1422.0,1169.0,2208.0,1,1,0,1,0,0,0,0,0,0,0.281190005,3953.00301168
PF262,"Elixtra comprimé 2,5 MG boite de 60",A+,2023-01-01,1,2023,1172.0,843.0,1788.0,1,1,0,1,0,0,0,0,0,0,0.328006274,3003.79572912
PF263,Elixtra comprimé 5 MG boite de 60,A+,2023-01-01,1,2023,1482.0,1684.0,3040.0,1,1,0,1,0,0,0,0,0,0,0.25979876,4701.4423384
PF266,Psoriasone pommade tube boite de 2,NC,2023-01-01,1,2023,2.0,0.0,66.0,1,1,0,1,0,0,0,0,0,0,0.300621583882475,115.22565318
PFC005,Ialugyn ovules boite de 10,C,2023-01-01,1,2023,1724.0,2941.0,5117.0,1,1,0,1,0,0,0,0,0,0,0.045409415,13247.869827871
PFC007,Asterane stick boite de 20,NC,2023-01-01,1,2023,521.0,821.0,2188.0,1,1,0,1,0,0,0,0,0,0,0.612110862,3880.81414834
PFC008,Ialufresh gel buccal flacon 20GR,NC,2023-01-01,1,2023,299.0,774.0,642.0,1,1,0,1,0,0,0,0,0,0,0.169886855,1487.213709636
PFC009,Ialuskin crème flacon 70 GR,NC,2023-01-01,1,2023,169.0,304.0,485.0,1,1,0,1,0,0,0,0,0,0,0.130954442,1336.143092335
PFC010,Ialufresh spray buccal flacon 30ML,NC,2023-01-01,1,2023,362.0,878.0,677.0,1,1,0,1,0,0,0,0,0,0,0.232226326,1322.637379917
PFC011,Asterane soin lavant doux flacon 30,NC,2023-01-01,1,2023,1300.0,2394.0,3264.0,1,1,0,1,0,0,0,0,0,0,0.05208031,6186.730883904
PFC017,Fer Max gélule boite de 30,NC,2023-01-01,1,2023,597.0,1089.0,1201.0,1,1,0,1,0,0,0,0,0,0,0.210799437,2280.7893043910003
PFC018,Asepsil 2% solution alcoolisée flacon 250 ML,NC,2023-01-01,1,2023,50.0,1629.0,0.0,1,1,0,1,0,0,0,0,0,0,0.973201232,0.0
PFC024,Siliskin gel flacon 15 G,NC,2023-01-01,1,2023,403.0,173.0,552.0,1,1,0,1,0,0,0,0,0,0,0.069271097,1818.125874288
PFC034,Zinc Plus 25 MG gélule boite de 30,C,2023-01-01,1,2023,480.0,1035.0,676.0,1,1,0,1,0,0,0,0,0,0,0.966930671,11725.507842048
PFC035,Quercetine Plus gélule boite de 30,NC,2023-01-01,1,2023,221.0,1124.0,260.0,1,1,0,1,0,0,0,0,0,0,0.998419726,11725.507842048
PFC039,Argino-B Plus boite de 30,A0,2023-01-01,1,2023,2561.0,4430.0,4752.0,1,1,0,1,0,0,0,0,0,0,0.083052528,11725.507842048
PFC040,Ialusoph sachet dose boite de 20,A0,2023-01-01,1,2023,3187.0,2527.0,6022.0,1,1,0,1,0,0,0,0,0,0,0.047747046,16113.134345878
PFC044,Ialuflex Plus comprimé boite de 60,NC,2023-01-01,1,2023,1306.0,716.0,2490.0,1,1,0,1,0,0,0,0,0,0,0.008441007,7265.983881839999
PFC045,Hedelix sirop flacon de 120ML,A+,2023-01-01,1,2023,26488.0,713.0,73364.0,1,1,0,1,0,0,0,0,0,0,0.010444178,290041.1148874
PF009,Amuchina 5% solution externe flacon 250 ML,A-,2023-02-01,2,2023,13324.0,30453.0,28465.0,1,1,0,1,0,0,0,0,0,0,0.776231508,43904.21475245
PF012,"Dermosone 0,05% crème dermique tube 15GR",A0,2023-02-01,2,2023,15568.0,15493.0,38675.0,1,1,0,1,0,0,0,0,0,0,0.205630823,55111.5154772
PF013,"Dermosone 0,05% pomade dermique tube 15GR",A0,2023-02-01,2,2023,21560.0,28365.0,60460.0,1,1,0,1,0,0,0,0,0,0,0.462327689,71303.66569303999
PF014,"Fluskin 0,05% gel dermique tube 30GR",B,2023-02-01,2,2023,1568.0,2382.0,3950.0,1,1,0,1,0,0,0,0,0,0,0.313386971,4693.946187650001
PF017,"Dermosone Neo 0,05% pomade dermique tube 15GR",B,2023-02-01,2,2023,132.0,90.0,300.0,1,1,0,1,0,0,0,0,0,0,0.999999976,761.5384614
PF019,Ecorex 1% lait dermique flacon 30 ML,NC,2023-02-01,2,2023,6032.0,7179.0,14751.0,1,1,0,1,0,0,0,0,0,0,0.047868432,20823.446798649
PF022,Mucosol 5% sirop adulte flacon 200GR,NC,2023-02-01,2,2023,15397.0,15204.0,12643.0,1,1,0,1,0,0,0,0,0,0,0.90718478,8896.352961555
PF023,Verax Blu bain de bouche flacon 120ML,A0,2023-02-01,2,2023,17388.0,18259.0,41653.0,1,1,0,1,0,0,0,0,0,0,0.425879642,48565.976133192
PF024,Ecorex 1% crème dermique tube 30GR,A0,2023-02-01,2,2023,10790.0,12578.0,25309.0,1,1,0,1,0,0,0,0,0,0,0.111177372,34074.096931189
PF031,Ecorex 150MG ovule boite de 3,B,2023-02-01,2,2023,5227.0,6663.0,11300.0,1,1,0,1,0,0,0,0,0,0,0.094307124,14463.8817568
PF036,"Dermosalic 0,05% pomade dermique tube 30GR",A0,2023-02-01,2,2023,26593.0,29931.0,73933.0,1,1,0,1,0,0,0,0,0,0,0.087291744,95264.125131775
PF037,"Dermosalic 0,05% lotion flacon 30GR",A0,2023-02-01,2,2023,9122.0,9859.0,17502.0,1,1,0,1,0,0,0,0,0,0,0.360531278,18617.49968361
PF049,"Glyss 0,77G suppositoire nourrisson boite de 10",B,2023-02-01,2,2023,9678.0,13883.0,23328.0,1,1,0,1,0,0,0,0,0,0,0.068225186,14189.38208784
PF065,Diclopal 1% gel dermique tube 50 GR,NC,2023-02-01,2,2023,5517.0,4771.0,13364.0,1,1,0,1,0,0,0,0,0,0,0.270431284,26154.885942484
PF066,Diclopal 100MG suppositoire boite de 10,NC,2023-02-01,2,2023,4542.0,6380.0,10771.0,1,1,0,1,0,0,0,0,0,0,0.330101672,11374.598675582
PF068,"Bromisol 0,2% solution buvable flacon 60ML",NC,2023-02-01,2,2023,5102.0,5901.0,1897.0,1,1,0,1,0,0,0,0,0,0,0.473711674,1407.295954813
PF076,Aciclovir 5% crème dermique tube 5 GR,A+,2023-02-01,2,2023,8669.0,7702.0,30090.0,1,1,0,1,0,0,0,0,0,0,0.008851811,30862.58208381
PF083,Mycorex 1% crème dermique tube 30 GR,NC,2023-02-01,2,2023,3634.0,1411.0,12200.0,1,1,0,1,0,0,0,0,0,0,0.188558848,16840.4907956
PF090,Aciclovir 8% suspension buvable flacon 125ML,B,2023-02-01,2,2023,551.0,1070.0,523.0,1,1,0,1,0,0,0,0,0,0,0.192227015,440.910362981
PF091,Tussipax sirop enfant flacon 125ML,NC,2023-02-01,2,2023,3770.0,6500.0,10368.0,1,1,0,1,0,0,0,0,0,0,0.969332145,13297.369152384
PF097,Afusidic 2% crème dermique tube 15GR,A0,2023-02-01,2,2023,7725.0,12090.0,13426.0,1,1,0,1,0,0,0,0,0,0,0.137426862,26609.770739496
PF098,"Moment 200 gouttes buvables flacon 12,5ML",NC,2023-02-01,2,2023,3572.0,5553.0,7850.0,1,1,0,1,0,0,0,0,0,0,0.171788393,8362.6742998
PF109,Relaxil 4MG,B,2023-02-01,2,2023,1100.0,1231.0,2400.0,1,1,0,1,0,0,0,0,0,0,0.412399179,3514.1135112
PF110,Tallis 1% crème dermique tube 15GR,C,2023-02-01,2,2023,728.0,1571.0,1820.0,1,1,0,1,0,0,0,0,0,0,0.06267665,2795.63934468
PF118,"Pradis 0,1% solution buvable flacon 200 ML",B,2023-02-01,2,2023,1362.0,3336.0,3312.0,1,1,0,1,0,0,0,0,0,0,0.257555938,5244.303295296
PF119,Pradis 10MG suppositoire boite de 10,NC,2023-02-01,2,2023,1422.0,3349.0,2586.0,1,1,0,1,0,0,0,0,0,0,0.779211485,3327.77368353
PF120,Axen 100 MG suppositoire boite de 10,A-,2023-02-01,2,2023,11026.0,16097.0,26568.0,1,1,0,1,0,0,0,0,0,0,0.502098728,30180.046781016
PF130,Aciclovir Opalia 200MG comprimé boite de 30,C,2023-02-01,2,2023,293.0,745.0,490.0,1,1,0,1,0,0,0,0,0,0,0.613787704,408.40016378
PF132,Tallis spray 1% flacon 15 ML,NC,2023-02-01,2,2023,332.0,879.0,603.0,1,1,0,1,0,0,0,0,0,0,0.568704124,486.218999799
PF135,Fer Plus solution buvable flacon 250ML,A+,2023-02-01,2,2023,5427.0,6855.0,16608.0,1,1,0,1,0,0,0,0,0,0,0.012466042,22447.2598656
PF136,Fluderm 0.005% pomade dermique tube 30G,NC,2023-02-01,2,2023,1654.0,2891.0,4200.0,1,1,0,1,0,0,0,0,0,0,0.131928892,4503.3112572
PF137,Cortinase 64MCG spray nasal flacon 120 dose,A+,2023-02-01,2,2023,3354.0,3790.0,7625.0,1,1,0,1,0,0,0,0,0,0,0.045168261,8378.579733625
PF142,Rinosal 50MCG spray nasal 120 doses,A0,2023-02-01,2,2023,6469.0,5835.0,18713.0,1,1,0,1,0,0,0,0,0,0,0.050646489,21144.977932924
PF143,Domper suspension buvable flacon 200 ML,NC,2023-02-01,2,2023,1672.0,3806.0,2856.0,1,1,0,1,0,0,0,0,0,0,0.113364591,2815.737845592
PF145,Gaba 300 MG gélule boite de 90,A0,2023-02-01,2,2023,524.0,563.0,888.0,1,1,0,1,0,0,0,0,0,0,0.300621583882475,926.330935584
PF148,Domper comprimé 10 MG boite de 40,NC,2023-02-01,2,2023,3128.0,5311.0,6885.0,1,1,0,1,0,0,0,0,0,0,0.056522777,5512.84429977
PF149,Afusidic 250 MG comprimé pelliculé boite de 10,A0,2023-02-01,2,2023,1151.0,5902.0,1372.0,1,1,0,1,0,0,0,0,0,0,0.133148919,1953.596636488
PF151,Prilia crème dermique tube 30,A0,2023-02-01,2,2023,3983.0,4470.0,11450.0,1,1,0,1,0,0,0,0,0,0,0.006759773,13257.055259
PF157,Ippsium 20 MG gélule boite de 14,NC,2023-02-01,2,2023,1963.0,2427.0,3967.0,1,1,0,1,0,0,0,0,0,0,0.382640863,6133.287589911
PF158,Ippsium 20 MG gélule boite de 28,NC,2023-02-01,2,2023,1218.0,1812.0,2350.0,1,1,0,1,0,0,0,0,0,0,0.044810491,3359.8393586
PF159,Ippsium 40 MG gélule boite de 14,A0,2023-02-01,2,2023,2010.0,2568.0,4300.0,1,1,0,1,0,0,0,0,0,0,0.213297022,5671.3391225
PF160,Ippsium 40 MG gélule boite de 28,A0,2023-02-01,2,2023,2027.0,2531.0,4960.0,1,1,0,1,0,0,0,0,0,0,0.001548314,6536.75418048
PF161,Ecorex LP 150MG ovule boite de 1,C,2023-02-01,2,2023,3191.0,4801.0,7850.0,1,1,0,1,0,0,0,0,0,0,0.221859671,9834.03087795
PF162,Itragyn 100 gélule boite de 4,C,2023-02-01,2,2023,615.0,1271.0,1680.0,1,1,0,1,0,0,0,0,0,0,0.5247232,2125.91797656
PF166,"Zenexor 37,5 MG gélule LP",NC,2023-02-01,2,2023,820.0,614.0,1358.0,1,1,0,1,0,0,0,0,0,0,0.300621583882475,1697.602910598
PF167,Zenexor 75 MG gélule LP,A+,2023-02-01,2,2023,1231.0,1944.0,2300.0,1,1,0,1,0,0,0,0,0,0,0.368193092,2264.1724009
PF168,Diamezid 30 MG comprimé boite de 30,NC,2023-02-01,2,2023,3922.0,3550.0,5512.0,1,1,0,1,0,0,0,0,0,0,0.145434152,5233.963183384
PF173,Fer Plus solution buvable stick boite de 32,NC,2023-02-01,2,2023,1494.0,2377.0,3499.0,1,1,0,1,0,0,0,0,0,0,0.042586428,5148.571653116
PF177,Ippsium 20 MG gélule boite de 7,NC,2023-02-01,2,2023,2612.0,4187.0,5920.0,1,1,0,1,0,0,0,0,0,0,0.76063029,7889.157043679999
PF182,Amustil crème tube de 70 G,A0,2023-02-01,2,2023,3983.0,8504.0,10878.0,1,1,0,1,0,0,0,0,0,0,0.001033907,17609.176658094
PF186,Afusidic 250 MG comprimé pelliculé boite de 20,A0,2023-02-01,2,2023,2824.0,5182.0,6509.0,1,1,0,1,0,0,0,0,0,0,0.127750021,7192.504986944
PF187,Gaba 300 MG gélule boite de 50,NC,2023-02-01,2,2023,623.0,671.0,992.0,1,1,0,1,0,0,0,0,0,0,0.143075463,779.164541984
PF189,Diamezid 60MG comprimé boite de 30,A0,2023-02-01,2,2023,4815.0,5263.0,7410.0,1,1,0,1,0,0,0,0,0,0,0.361758799,7844.21225445
PF202,Psoriasone pommade tube 60G,B,2023-02-01,2,2023,392.0,720.0,805.0,1,1,0,1,0,0,0,0,0,0,0.515502215,1362.117225035
PF208,Goldix Duo sachet dose,NC,2023-02-01,2,2023,1993.0,2744.0,4475.0,1,1,0,1,0,0,0,0,0,0,0.995675266,4258.56079855
PF209,Eolide Easy Flow 200,A-,2023-02-01,2,2023,4885.0,6734.0,16529.0,1,1,0,1,0,0,0,0,0,0,0.114394343,18394.638296161
PF210,Eolide Easy Flow 400,A-,2023-02-01,2,2023,8309.0,7696.0,16288.0,1,1,0,1,0,0,0,0,0,0,0.058081095,16111.91727296
PF215,Aciryl 150 mg boite de 60,A+,2023-02-01,2,2023,434.0,745.0,1476.0,1,1,0,1,0,0,0,0,0,0,0.300621583882475,1598.37203088
PF216,Aciryl 75mg boite de 15,C,2023-02-01,2,2023,465.0,756.0,603.0,1,1,0,1,0,0,0,0,0,0,0.300621583882475,496.115392383
PF217,Notos Easy Flow boite de 30,NC,2023-02-01,2,2023,3000.0,2858.0,6482.0,1,1,0,1,0,0,0,0,0,0,0.013163058,6860.573399190001
PF218,Notos Easy Flow boite de 60,A0,2023-02-01,2,2023,2073.0,2114.0,4968.0,1,1,0,1,0,0,0,0,0,0,0.171138821,6612.106983912
PF219,Painofen enfant-nourrissons flacon 120,B,2023-02-01,2,2023,5204.0,2916.0,9768.0,1,1,0,1,0,0,0,0,0,0,0.820513498,13101.72457836
PF220,Zanidip 20 MG comprimé pelliculé,A0,2023-02-01,2,2023,3907.0,4152.0,7292.0,1,1,0,1,0,0,0,0,0,0,0.284157653,6693.14245824
PF222,Pyrimag solution buvable sachet dose 10,NC,2023-02-01,2,2023,1257.0,2670.0,2128.0,1,1,0,1,0,0,0,0,0,0,0.307716483,2696.708932064
PF233,Calperos 500 MG comprimé boite de 30,A0,2023-02-01,2,2023,13396.0,17555.0,30407.0,1,1,0,1,0,0,0,0,0,0,0.178147477,29223.689793181
PF234,Ortoton 750 MG boite de 50,NC,2023-02-01,2,2023,1838.0,2421.0,3297.0,1,1,0,1,0,0,0,0,0,0,0.139358736,3871.390244316
