Code prdt,DESIGNATION,Classe,Date,month,year,vente,stock,Total,cg,ipp,pfc,cde,hedelix,respi,gastro,otc,mb,vip,P_valeur,feature
PFC007,Asterane stick boite de 20,NC,2023-04-01 00:00:00,4,2023,435,1687,608,1,1,1,1,0,0,0,0,0,0,0.612110862,262.09622899199996
PFC007,Asterane stick boite de 20,NC,2023-05-01 00:00:00,5,2023,685,1632,1329,1,1,1,1,0,0,0,0,0,0,0.612110862,1964.434388577
PFC007,Asterane stick boite de 20,NC,2023-06-01 00:00:00,6,2023,699,2805,1357,1,1,1,1,0,0,0,0,0,0,0.612110862,1543.3797962229999
PFC007,Asterane stick boite de 20,NC,2023-07-01 00:00:00,7,2023,497,3647,527,1,1,1,1,0,0,0,0,0,0,0.612110862,402.365871254
PFC007,Asterane stick boite de 20,NC,2023-08-01 00:00:00,8,2023,648,1881,774,1,1,0,1,1,0,0,0,0,0,0.612110862,705.42232677
PFC007,Asterane stick boite de 20,NC,2023-09-01 00:00:00,9,2023,1008,3104,1933,1,1,1,1,1,0,0,0,0,0,0.612110862,2628.341671098
PFC007,Asterane stick boite de 20,NC,2023-10-01 00:00:00,10,2023,1240,3719,1152,1,1,1,1,1,1,1,1,1,1,0.612110862,940.082685696
PFC007,Asterane stick boite de 20,NC,2023-11-01 00:00:00,11,2023,992,3910,996,1,1,1,1,1,1,1,1,1,1,0.612110862,1002.481059648
PFC007,Asterane stick boite de 20,NC,2023-12-01 00:00:00,12,2023,687,3698,516,1,1,1,1,1,1,1,1,1,1,0.612110862,397.45462956
PFC007,Asterane stick boite de 20,NC,2024-01-01 00:00:00,1,2024,726,3150,567,0,0,1,0,0,1,1,1,1,1,0.612110862,1005.6771581849999
PFC007,Asterane stick boite de 20,NC,2024-02-01 00:00:00,2,2024,891,3057,280,0,0,1,0,0,1,1,1,1,1,0.612110862,241.19655224
PFC007,Asterane stick boite de 20,NC,2024-03-01 00:00:00,3,2024,628,3162,2566,0,0,1,0,0,1,1,1,1,1,0.612110862,3871.402786316
PFC007,Asterane stick boite de 20,NC,2024-04-01 00:00:00,4,2024,648,4971,673,0,0,1,0,0,0,0,0,0,0,0.612110862,290.116385052
PFC007,Asterane stick boite de 20,NC,2024-05-01 00:00:00,5,2024,749,4218,468,0,0,1,0,0,0,0,0,0,0,0.612110862,691.764705684
PFC007,Asterane stick boite de 20,NC,2024-06-01 00:00:00,6,2024,706,3478,649,0,0,1,0,0,0,0,0,0,0,0.612110862,738.1381634109999
PFC007,Asterane stick boite de 20,NC,2024-07-01 00:00:00,7,2024,1201,3688,928,0,0,1,0,0,0,0,0,0,0,0.612110862,708.530414656
PFC007,Asterane stick boite de 20,NC,2024-08-01 00:00:00,8,2024,1596,4140,741,0,0,1,0,0,0,0,0,0,0,0.612110862,675.346181055
PFC007,Asterane stick boite de 20,NC,2024-09-01 00:00:00,9,2024,1086,3867,1088,0,0,1,0,0,0,0,0,0,0,0.612110862,1479.376998528
PFC007,Asterane stick boite de 20,NC,2024-10-01 00:00:00,10,2024,1179,3447,1044,0,0,1,0,0,0,0,0,0,0,0.612110862,851.949933912
PFC007,Asterane stick boite de 20,NC,2024-11-01 00:00:00,11,2024,1816,3672,1663,0,0,1,0,0,0,0,0,0,0,0.612110862,1673.821287344
PFC007,Asterane stick boite de 20,NC,2024-12-01 00:00:00,12,2024,23,4306,303,0,0,1,0,0,0,0,0,0,0,0.612110862,233.38905573
PFC007,Asterane stick boite de 20,NC,2025-01-01 00:00:00,1,2025,23,145,916,0,0,0,0,0,0,0,0,0,0,0.612110862,1624.69184638
PFC008,Ialufresh gel buccal flacon 20GR,NC,2023-01-01 00:00:00,1,2023,299,774,642,1,1,0,1,0,0,0,0,0,0,0.169886855,1487.213709636
PFC008,Ialufresh gel buccal flacon 20GR,NC,2023-02-01 00:00:00,2,2023,399,813,603,1,1,0,1,0,0,0,0,0,0,0.169886855,712.946475189
PFC008,Ialufresh gel buccal flacon 20GR,NC,2023-03-01 00:00:00,3,2023,257,1046,334,1,1,0,1,0,0,0,0,0,0,0.169886855,387.22856096600003
PFC008,Ialufresh gel buccal flacon 20GR,NC,2023-04-01 00:00:00,4,2023,296,807,338,1,1,1,1,0,0,0,0,0,0,0.169886855,334.888254038
PFC008,Ialufresh gel buccal flacon 20GR,NC,2023-05-01 00:00:00,5,2023,517,779,852,1,1,1,1,0,0,0,0,0,0,0.169886855,689.844280872
PFC008,Ialufresh gel buccal flacon 20GR,NC,2023-06-01 00:00:00,6,2023,717,1635,805,1,1,1,1,0,0,0,0,0,0,0.169886855,1047.1052634
PFC008,Ialufresh gel buccal flacon 20GR,NC,2023-07-01 00:00:00,7,2023,495,1693,742,1,1,1,1,0,0,0,0,0,0,0.169886855,455.538789076
PFC008,Ialufresh gel buccal flacon 20GR,NC,2023-08-01 00:00:00,8,2023,633,1524,707,1,1,0,1,1,0,0,0,0,0,0.169886855,819.461348195
PFC008,Ialufresh gel buccal flacon 20GR,NC,2023-09-01 00:00:00,9,2023,777,1778,1083,1,1,1,1,1,0,0,0,0,0,0.169886855,1521.941428113
PFC008,Ialufresh gel buccal flacon 20GR,NC,2023-10-01 00:00:00,10,2023,867,2137,911,1,1,1,1,1,1,1,1,1,1,0.169886855,577.03133552
PFC008,Ialufresh gel buccal flacon 20GR,NC,2023-11-01 00:00:00,11,2023,769,3172,448,1,1,1,1,1,1,1,1,1,1,0.169886855,312.86839584
PFC008,Ialufresh gel buccal flacon 20GR,NC,2023-12-01 00:00:00,12,2023,760,3320,198,1,1,1,1,1,1,1,1,1,1,0.169886855,135.086657508
PFC008,Ialufresh gel buccal flacon 20GR,NC,2024-01-01 00:00:00,1,2024,588,2791,590,0,0,1,0,0,1,1,1,1,1,0.169886855,1366.75403222
PFC008,Ialufresh gel buccal flacon 20GR,NC,2024-02-01 00:00:00,2,2024,722,1771,534,0,0,1,0,0,1,1,1,1,1,0.169886855,631.3655352420001
PFC008,Ialufresh gel buccal flacon 20GR,NC,2024-03-01 00:00:00,3,2024,923,2499,1489,0,0,1,0,0,1,1,1,1,1,0.169886855,1726.297387061
PFC008,Ialufresh gel buccal flacon 20GR,NC,2024-04-01 00:00:00,4,2024,869,2336,814,0,0,1,0,0,0,0,0,0,0,0.169886855,806.506031914
PFC008,Ialufresh gel buccal flacon 20GR,NC,2024-05-01 00:00:00,5,2024,1011,1904,1195,0,0,1,0,0,0,0,0,0,0,0.169886855,967.5632812700001
PFC008,Ialufresh gel buccal flacon 20GR,NC,2024-06-01 00:00:00,6,2024,918,2090,685,0,0,1,0,0,0,0,0,0,0,0.169886855,891.0150378
PFC008,Ialufresh gel buccal flacon 20GR,NC,2024-07-01 00:00:00,7,2024,882,3438,1368,0,0,1,0,0,0,0,0,0,0,0.169886855,839.861271504
PFC008,Ialufresh gel buccal flacon 20GR,NC,2024-08-01 00:00:00,8,2024,1071,2299,819,0,0,1,0,0,0,0,0,0,0,0.169886855,949.2770073150001
PFC008,Ialufresh gel buccal flacon 20GR,NC,2024-09-01 00:00:00,9,2024,974,3190,689,0,0,1,0,0,0,0,0,0,0,0.169886855,968.252672179
PFC008,Ialufresh gel buccal flacon 20GR,NC,2024-10-01 00:00:00,10,2024,852,3043,640,0,0,1,0,0,0,0,0,0,0,0.169886855,405.3787648
PFC008,Ialufresh gel buccal flacon 20GR,NC,2024-11-01 00:00:00,11,2024,1189,3214,852,0,0,1,0,0,0,0,0,0,0,0.169886855,595.00864566
PFC008,Ialufresh gel buccal flacon 20GR,NC,2024-12-01 00:00:00,12,2024,3,3288,375,0,0,1,0,0,0,0,0,0,0,0.169886855,255.84594225
PFC008,Ialufresh gel buccal flacon 20GR,NC,2025-01-01 00:00:00,1,2025,3,142,355,0,0,0,0,0,0,0,0,0,0,0.169886855,822.36895159
PFC009,Ialuskin crème flacon 70 GR,NC,2023-01-01 00:00:00,1,2023,169,304,485,1,1,0,1,0,0,0,0,0,0,0.130954442,1336.1430923350001
PFC009,Ialuskin crème flacon 70 GR,NC,2023-02-01 00:00:00,2,2023,287,489,255,1,1,0,1,0,0,0,0,0,0,0.130954442,309.04477624500004
PFC009,Ialuskin crème flacon 70 GR,NC,2023-03-01 00:00:00,3,2023,172,911,375,1,1,0,1,0,0,0,0,0,0,0.130954442,334.544335125
PFC009,Ialuskin crème flacon 70 GR,NC,2023-04-01 00:00:00,4,2023,176,696,195,1,1,1,1,0,0,0,0,0,0,0.130954442,132.65599113
PFC009,Ialuskin crème flacon 70 GR,NC,2023-05-01 00:00:00,5,2023,270,765,97,1,1,1,1,0,0,0,0,0,0,0.130954442,68.655844176
PFC009,Ialuskin crème flacon 70 GR,NC,2023-06-01 00:00:00,6,2023,201,1464,218,1,1,1,1,0,0,0,0,0,0,0.130954442,298.24999998799996
PFC009,Ialuskin crème flacon 70 GR,NC,2023-07-01 00:00:00,7,2023,449,1311,195,1,1,1,1,0,0,0,0,0,0,0.130954442,202.02849966000002
PFC009,Ialuskin crème flacon 70 GR,NC,2023-08-01 00:00:00,8,2023,187,1165,293,1,1,0,1,1,0,0,0,0,0,0.130954442,294.422330117
PFC009,Ialuskin crème flacon 70 GR,NC,2023-09-01 00:00:00,9,2023,283,1026,504,1,1,1,1,1,0,0,0,0,0,0.130954442,558.376811496
PFC009,Ialuskin crème flacon 70 GR,NC,2023-10-01 00:00:00,10,2023,567,1229,673,1,1,1,1,1,1,1,1,1,1,0.130954442,573.7129358899999
PFC009,Ialuskin crème flacon 70 GR,NC,2023-11-01 00:00:00,11,2023,435,1459,670,1,1,1,1,1,1,1,1,1,1,0.130954442,884.7655586999999
PFC009,Ialuskin crème flacon 70 GR,NC,2023-12-01 00:00:00,12,2023,498,1880,619,1,1,1,1,1,1,1,1,1,1,0.130954442,242.964493462
PFC009,Ialuskin crème flacon 70 GR,NC,2024-01-01 00:00:00,1,2024,345,2041,240,0,0,1,0,0,1,1,1,1,1,0.130954442,661.1842106400001
PFC009,Ialuskin crème flacon 70 GR,NC,2024-02-01 00:00:00,2,2024,460,1727,291,0,0,1,0,0,1,1,1,1,1,0.130954442,352.674627009
PFC009,Ialuskin crème flacon 70 GR,NC,2024-03-01 00:00:00,3,2024,367,2526,336,0,0,1,0,0,1,1,1,1,1,0.130954442,299.751724272
PFC009,Ialuskin crème flacon 70 GR,NC,2024-04-01 00:00:00,4,2024,330,2573,245,0,0,1,0,0,0,0,0,0,0,0.130954442,166.67034783
PFC009,Ialuskin crème flacon 70 GR,NC,2024-05-01 00:00:00,5,2024,387,1825,195,0,0,1,0,0,0,0,0,0,0,0.130954442,138.01948056
PFC009,Ialuskin crème flacon 70 GR,NC,2024-06-01 00:00:00,6,2024,397,1671,369,0,0,1,0,0,0,0,0,0,0,0.130954442,504.83600915399995
PFC009,Ialuskin crème flacon 70 GR,NC,2024-07-01 00:00:00,7,2024,495,1481,575,0,0,1,0,0,0,0,0,0,0,0.130954442,595.7250631
PFC009,Ialuskin crème flacon 70 GR,NC,2024-08-01 00:00:00,8,2024,473,1873,360,0,0,1,0,0,0,0,0,0,0,0.130954442,361.74757284000003
PFC009,Ialuskin crème flacon 70 GR,NC,2024-09-01 00:00:00,9,2024,306,2342,397,0,0,1,0,0,0,0,0,0,0,0.130954442,439.832528103
PFC009,Ialuskin crème flacon 70 GR,NC,2024-10-01 00:00:00,10,2024,257,2170,180,0,0,1,0,0,0,0,0,0,0,0.130954442,153.4447674
PFC009,Ialuskin crème flacon 70 GR,NC,2024-11-01 00:00:00,11,2024,547,2289,523,0,0,1,0,0,0,0,0,0,0,0.130954442,690.6453540299999
PFC009,Ialuskin crème flacon 70 GR,NC,2024-12-01 00:00:00,12,2024,49,2381,120,0,0,1,0,0,0,0,0,0,0,0.130954442,47.101355760000004
PFC009,Ialuskin crème flacon 70 GR,NC,2025-01-01 00:00:00,1,2025,49,173,185,0,0,0,0,0,0,0,0,0,0,0.130954442,509.662829035
PFC010,Ialufresh spray buccal flacon 30ML,NC,2023-01-01 00:00:00,1,2023,362,878,677,1,1,0,1,0,0,0,0,0,0,0.232226326,1322.6373799169999
PFC010,Ialufresh spray buccal flacon 30ML,NC,2023-02-01 00:00:00,2,2023,367,919,790,1,1,0,1,0,0,0,0,0,0,0.232226326,966.34505294
PFC010,Ialufresh spray buccal flacon 30ML,NC,2023-03-01 00:00:00,3,2023,344,1052,528,1,1,0,1,0,0,0,0,0,0,0.232226326,735.529411584
PFC010,Ialufresh spray buccal flacon 30ML,NC,2023-04-01 00:00:00,4,2023,332,1096,408,1,1,1,1,0,0,0,0,0,0,0.232226326,240.51247610400003
PFC010,Ialufresh spray buccal flacon 30ML,NC,2023-05-01 00:00:00,5,2023,726,1121,749,1,1,1,1,0,0,0,0,0,0,0.232226326,941.965812242
PFC010,Ialufresh spray buccal flacon 30ML,NC,2023-06-01 00:00:00,6,2023,761,1881,744,1,1,1,1,0,0,0,0,0,0,0.232226326,1020.8932040400001
PFC010,Ialufresh spray buccal flacon 30ML,NC,2023-07-01 00:00:00,7,2023,666,2105,766,1,1,1,1,0,0,0,0,0,0,0.232226326,434.84952811399995
PFC010,Ialufresh spray buccal flacon 30ML,NC,2023-08-01 00:00:00,8,2023,870,1292,888,1,1,0,1,1,0,0,0,0,0,0.232226326,1024.501869936
PFC010,Ialufresh spray buccal flacon 30ML,NC,2023-09-01 00:00:00,9,2023,932,1857,1126,1,1,1,1,1,0,0,0,0,0,0.232226326,1324.2765574300001
PFC010,Ialufresh spray buccal flacon 30ML,NC,2023-10-01 00:00:00,10,2023,998,2544,756,1,1,1,1,1,1,1,1,1,1,0.232226326,560.171463264
PFC010,Ialufresh spray buccal flacon 30ML,NC,2023-11-01 00:00:00,11,2023,724,3132,512,1,1,1,1,1,1,1,1,1,1,0.232226326,339.147107328
PFC010,Ialufresh spray buccal flacon 30ML,NC,2023-12-01 00:00:00,12,2023,670,2955,439,1,1,1,1,1,1,1,1,1,1,0.232226326,342.874609962
PFC010,Ialufresh spray buccal flacon 30ML,NC,2024-01-01 00:00:00,1,2024,677,3067,525,0,0,1,0,0,1,1,1,1,1,0.232226326,1025.6789135249999
PFC010,Ialufresh spray buccal flacon 30ML,NC,2024-02-01 00:00:00,2,2024,798,2512,460,0,0,1,0,0,1,1,1,1,1,0.232226326,562.68192956
PFC010,Ialufresh spray buccal flacon 30ML,NC,2024-03-01 00:00:00,3,2024,832,2576,1822,0,0,1,0,0,1,1,1,1,1,0.232226326,2538.133689216
PFC010,Ialufresh spray buccal flacon 30ML,NC,2024-04-01 00:00:00,4,2024,852,2809,728,0,0,1,0,0,0,0,0,0,0,0.232226326,429.149712264
PFC010,Ialufresh spray buccal flacon 30ML,NC,2024-05-01 00:00:00,5,2024,1020,1978,864,0,0,1,0,0,0,0,0,0,0,0.232226326,1086.5934069119999
PFC010,Ialufresh spray buccal flacon 30ML,NC,2024-06-01 00:00:00,6,2024,854,2149,744,0,0,1,0,0,0,0,0,0,0,0.232226326,1020.8932040400001
PFC010,Ialufresh spray buccal flacon 30ML,NC,2024-07-01 00:00:00,7,2024,990,4233,1296,0,0,1,0,0,0,0,0,0,0,0.232226326,735.724527984
PFC010,Ialufresh spray buccal flacon 30ML,NC,2024-08-01 00:00:00,8,2024,1085,2352,648,0,0,1,0,0,0,0,0,0,0,0.232226326,747.609472656
PFC010,Ialufresh spray buccal flacon 30ML,NC,2024-09-01 00:00:00,9,2024,722,2948,384,0,0,1,0,0,0,0,0,0,0,0.232226326,451.61829312000003
PFC010,Ialufresh spray buccal flacon 30ML,NC,2024-10-01 00:00:00,10,2024,928,2601,687,0,0,1,0,0,0,0,0,0,0,0.232226326,509.044702728
PFC010,Ialufresh spray buccal flacon 30ML,NC,2024-11-01 00:00:00,11,2024,1159,2539,881,0,0,1,0,0,0,0,0,0,0,0.232226326,583.571487414
PFC010,Ialufresh spray buccal flacon 30ML,NC,2024-12-01 00:00:00,12,2024,3,2588,208,0,0,1,0,0,0,0,0,0,0,0.232226326,162.455396064
PFC010,Ialufresh spray buccal flacon 30ML,NC,2025-01-01 00:00:00,1,2025,3,49,544,0,0,0,0,0,0,0,0,0,0,0.232226326,1062.798721824
PFC011,Asterane soin lavant doux flacon 30,NC,2023-01-01 00:00:00,1,2023,1300,2394,3264,1,1,0,1,0,0,0,0,0,0,0.05208031,6186.730883904
PFC011,Asterane soin lavant doux flacon 30,NC,2023-02-01 00:00:00,2,2023,1074,2810,1860,1,1,0,1,0,0,0,0,0,0,0.05208031,1837.55002692
PFC011,Asterane soin lavant doux flacon 30,NC,2023-03-01 00:00:00,3,2023,1391,2671,1584,1,1,0,1,0,0,0,0,0,0,0.05208031,2493.556531488
PFC011,Asterane soin lavant doux flacon 30,NC,2023-04-01 00:00:00,4,2023,721,3083,1440,1,1,1,1,0,0,0,0,0,0,0.05208031,674.0717544
PFC011,Asterane soin lavant doux flacon 30,NC,2023-05-01 00:00:00,5,2023,1461,3035,1301,1,1,1,1,0,0,0,0,0,0,0.05208031,1273.3755092249999
PFC011,Asterane soin lavant doux flacon 30,NC,2023-06-01 00:00:00,6,2023,1540,4616,2602,1,1,1,1,0,0,0,0,0,0,0.05208031,3669.4772651999997
PFC011,Asterane soin lavant doux flacon 30,NC,2023-07-01 00:00:00,7,2023,1454,5679,871,1,1,1,1,0,0,0,0,0,0,0.05208031,686.0811290839999
PFC011,Asterane soin lavant doux flacon 30,NC,2023-08-01 00:00:00,8,2023,1905,3390,1848,1,1,0,1,1,0,0,0,0,0,0.05208031,2160.20224728
PFC011,Asterane soin lavant doux flacon 30,NC,2023-09-01 00:00:00,9,2023,2212,4218,3050,1,1,1,1,1,0,0,0,0,0,0.05208031,2932.73257825
PFC011,Asterane soin lavant doux flacon 30,NC,2023-10-01 00:00:00,10,2023,3568,5752,2648,1,1,1,1,1,1,1,1,1,1,0.05208031,2252.2023093039998
PFC011,Asterane soin lavant doux flacon 30,NC,2023-11-01 00:00:00,11,2023,2297,7015,2916,1,1,1,1,1,1,1,1,1,1,0.05208031,3085.72939584
PFC011,Asterane soin lavant doux flacon 30,NC,2023-12-01 00:00:00,12,2023,1753,7479,655,1,1,1,1,1,1,1,1,1,1,0.05208031,431.55692215000005
PFC011,Asterane soin lavant doux flacon 30,NC,2024-01-01 00:00:00,1,2024,2067,8841,1110,0,0,1,0,0,1,1,1,1,1,0.05208031,2103.94340721
PFC011,Asterane soin lavant doux flacon 30,NC,2024-02-01 00:00:00,2,2024,1876,6585,994,0,0,1,0,0,1,1,1,1,1,0.05208031,982.002541268
PFC011,Asterane soin lavant doux flacon 30,NC,2024-03-01 00:00:00,3,2024,1902,6158,5488,0,0,1,0,0,1,1,1,1,1,0.05208031,8639.291821216
PFC011,Asterane soin lavant doux flacon 30,NC,2024-04-01 00:00:00,4,2024,1234,7723,565,0,0,1,0,0,0,0,0,0,0,0.05208031,264.479542525
PFC011,Asterane soin lavant doux flacon 30,NC,2024-05-01 00:00:00,5,2024,1469,5678,1197,0,0,1,0,0,0,0,0,0,0,0.05208031,1171.583769825
PFC011,Asterane soin lavant doux flacon 30,NC,2024-06-01 00:00:00,6,2024,1333,5619,1111,0,0,1,0,0,0,0,0,0,0,0.05208031,1566.7906386
PFC011,Asterane soin lavant doux flacon 30,NC,2024-07-01 00:00:00,7,2024,2342,5074,1830,0,0,1,0,0,0,0,0,0,0,0.05208031,1441.47929532
PFC011,Asterane soin lavant doux flacon 30,NC,2024-08-01 00:00:00,8,2024,2707,5285,1998,0,0,1,0,0,0,0,0,0,0,0.05208031,2335.54333878
PFC011,Asterane soin lavant doux flacon 30,NC,2024-09-01 00:00:00,9,2024,2396,4344,1980,0,0,1,0,0,0,0,0,0,0,0.05208031,1903.8722967
PFC011,Asterane soin lavant doux flacon 30,NC,2024-10-01 00:00:00,10,2024,2290,4462,2290,0,0,1,0,0,0,0,0,0,0,0.05208031,1947.71272217
PFC011,Asterane soin lavant doux flacon 30,NC,2024-11-01 00:00:00,11,2024,4011,3937,4023,0,0,1,0,0,0,0,0,0,0,0.05208031,4257.16370352
PFC011,Asterane soin lavant doux flacon 30,NC,2024-12-01 00:00:00,12,2024,47,4896,1222,0,0,1,0,0,0,0,0,0,0,0.05208031,805.13367766
PFC011,Asterane soin lavant doux flacon 30,NC,2025-01-01 00:00:00,1,2025,47,322,1662,0,0,0,0,0,0,0,0,0,0,0.05208031,3150.228777282
PFC024,Siliskin gel flacon 15 G,NC,2023-01-01 00:00:00,1,2023,403,173,552,1,1,0,1,0,0,0,0,0,0,0.069271097,1818.125874288
PFC024,Siliskin gel flacon 15 G,NC,2023-02-01 00:00:00,2,2023,478,304,279,1,1,0,1,0,0,0,0,0,0,0.069271097,224.50318472700002
PFC024,Siliskin gel flacon 15 G,NC,2023-03-01 00:00:00,3,2023,104,645,151,1,1,0,1,0,0,0,0,0,0,0.069271097,165.542216419
PFC024,Siliskin gel flacon 15 G,NC,2023-04-01 00:00:00,4,2023,309,357,70,1,1,1,1,0,0,0,0,0,0,0.069271097,57.70156441
PFC024,Siliskin gel flacon 15 G,NC,2023-05-01 00:00:00,5,2023,677,623,151,1,1,1,1,0,0,0,0,0,0,0.069271097,183.183941586
PFC024,Siliskin gel flacon 15 G,NC,2023-06-01 00:00:00,6,2023,625,1163,178,1,1,1,1,0,0,0,0,0,0,0.069271097,128.091456116
PFC024,Siliskin gel flacon 15 G,NC,2023-07-01 00:00:00,7,2023,554,1720,141,1,1,1,1,0,0,0,0,0,0,0.069271097,147.130434801
PFC024,Siliskin gel flacon 15 G,NC,2023-08-01 00:00:00,8,2023,543,1536,275,1,1,0,1,1,0,0,0,0,0,0.069271097,374.158653825
PFC024,Siliskin gel flacon 15 G,NC,2023-09-01 00:00:00,9,2023,457,945,392,1,1,1,1,1,0,0,0,0,0,0.069271097,383.22732616
PFC024,Siliskin gel flacon 15 G,NC,2023-10-01 00:00:00,10,2023,626,1125,471,1,1,1,1,1,1,1,1,1,1,0.069271097,478.94457837
PFC024,Siliskin gel flacon 15 G,NC,2023-11-01 00:00:00,11,2023,629,1370,523,1,1,1,1,1,1,1,1,1,1,0.069271097,552.124407692
PFC024,Siliskin gel flacon 15 G,NC,2023-12-01 00:00:00,12,2023,470,2137,49,1,1,1,1,1,1,1,1,1,1,0.069271097,15.728395046000001
PFC024,Siliskin gel flacon 15 G,NC,2024-01-01 00:00:00,1,2024,213,1847,116,0,0,1,0,0,1,1,1,1,1,0.069271097,382.06993010400004
PFC024,Siliskin gel flacon 15 G,NC,2024-02-01 00:00:00,2,2024,402,952,130,0,0,1,0,0,1,1,1,1,1,0.069271097,104.60721869000001
PFC024,Siliskin gel flacon 15 G,NC,2024-03-01 00:00:00,3,2024,254,1453,431,0,0,1,0,0,1,1,1,1,1,0.069271097,472.507915739
PFC024,Siliskin gel flacon 15 G,NC,2024-04-01 00:00:00,4,2024,255,1183,231,0,0,1,0,0,0,0,0,0,0,0.069271097,190.41516255300002
PFC024,Siliskin gel flacon 15 G,NC,2024-05-01 00:00:00,5,2024,296,945,181,0,0,1,0,0,0,0,0,0,0,0.069271097,219.578102166
